id_cliente,edad,genero,region,num_compras,ticket_promedio,categoria_principal,canal_preferido,dias_ultima_compra,meses_cliente,satisfaccion,programa_fidelidad,pct_descuento_usado,gasto_anual,cliente_activo,segmento_cliente
CLI-00655,66,F,Biobío,8,75500.0,Deportes,Online,219,5.0,10.0,1,2.6,657100.0,0,Recurrente
CLI-00656,37,F,Metropolitana,4,146300.0,Hogar,Tienda física,30,47.0,8.0,1,38.6,652100.0,1,Recurrente
CLI-00657,65,M,Valparaíso,7,108000.0,Hogar,Online,46,21.0,4.0,1,14.6,754900.0,0,Recurrente
CLI-00658,42,M,Metropolitana,4,125600.0,Deportes,Tienda física,94,15.0,5.0,1,27.8,527700.0,1,Recurrente
CLI-00659,39,No especifica,Coquimbo,7,48500.0,Ropa,Tienda física,1,56.0,3.0,1,20.1,397400.0,1,Recurrente
CLI-00660,30,F,Metropolitana,13,77200.0,Deportes,Online,168,36.0,5.0,1,9.7,928800.0,0,Recurrente
CLI-00661,36,F,Metropolitana,7,123100.0,Electrónica,Online,561,33.0,,0,31.8,764300.0,1,Recurrente
CLI-00662,66,M,Biobío,2,37800.0,Alimentos,Online,19,17.0,6.0,0,35.6,148900.0,1,Nuevo
CLI-00663,53,M,Valparaíso,7,104800.0,Deportes,Online,8,57.0,5.0,1,48.8,799200.0,1,Recurrente
CLI-00664,29,F,Metropolitana,6,37300.0,Deportes,Online,88,20.0,4.0,1,11.7,299800.0,1,Recurrente
CLI-00665,58,F,Valparaíso,3,110400.0,Alimentos,Online,93,1.0,8.0,1,26.0,371500.0,1,Nuevo
CLI-00666,36,F,Valparaíso,9,55300.0,Alimentos,Tienda física,1,16.0,7.0,0,8.4,515100.0,1,Recurrente
CLI-00667,29,F,Biobío,4,91100.0,Electrónica,Tienda física,3,45.0,9.0,1,8.8,469500.0,1,Nuevo
CLI-00668,26,F,Metropolitana,13,52100.0,Alimentos,Online,113,18.0,5.0,0,16.6,597000.0,0,Recurrente
CLI-00669,24,M,Valparaíso,6,40700.0,Hogar,Tienda física,6,10.0,9.0,0,15.6,207800.0,1,Recurrente
CLI-00670,45,M,Valparaíso,8,139600.0,Deportes,App móvil,44,23.0,7.0,1,26.3,1024900.0,1,Recurrente
CLI-00671,31,M,Biobío,7,33100.0,Alimentos,Tienda física,44,18.0,5.0,0,14.8,257400.0,0,Recurrente
CLI-00672,48,M,Valparaíso,7,43100.0,Electrónica,Online,92,49.0,6.0,0,35.5,395800.0,1,Recurrente
CLI-00673,69,F,Valparaíso,11,152700.0,Alimentos,Tienda física,39,58.0,6.0,0,16.5,1536200.0,1,VIP
CLI-00674,36,F,Metropolitana,6,51600.0,Deportes,Tienda física,26,9.0,7.0,1,31.8,397500.0,1,Recurrente
CLI-00675,64,F,Metropolitana,8,33800.0,Ropa,App móvil,165,46.0,3.0,1,30.3,433900.0,0,Recurrente
CLI-00676,33,M,Metropolitana,6,81800.0,Alimentos,App móvil,12,53.0,9.0,1,39.8,620800.0,1,Recurrente
CLI-00677,70,M,Metropolitana,7,60900.0,Hogar,Online,14,30.0,,1,19.5,498100.0,1,Recurrente
CLI-00678,22,M,Metropolitana,4,47500.0,Deportes,Tienda física,4,13.0,7.0,1,44.5,308900.0,1,Nuevo
CLI-00679,52,M,Valparaíso,7,97300.0,Electrónica,App móvil,167,52.0,6.0,0,25.8,698400.0,0,Recurrente
CLI-00680,29,F,Metropolitana,5,24500.0,Deportes,App móvil,56,52.0,7.0,0,19.0,216800.0,1,Recurrente
CLI-00681,42,M,Coquimbo,4,71200.0,Ropa,Tienda física,1,31.0,9.0,1,27.7,389700.0,1,Nuevo
CLI-00682,69,F,Metropolitana,9,28500.0,Electrónica,Online,55,46.0,10.0,1,17.1,415400.0,1,Recurrente
CLI-00683,38,M,Biobío,11,136600.0,Ropa,Online,24,43.0,,0,19.3,1318000.0,1,Recurrente
CLI-00684,53,M,Valparaíso,11,217500.0,Ropa,Tienda física,155,13.0,6.0,0,46.1,2078300.0,0,VIP
CLI-00685,70,M,Metropolitana,13,43200.0,Hogar,Tienda física,15,32.0,9.0,0,40.3,572700.0,1,Recurrente
CLI-00686,40,F,Metropolitana,10,82200.0,Alimentos,App móvil,56,17.0,6.0,1,20.6,884300.0,1,Recurrente
CLI-00687,33,F,Valparaíso,8,22200.0,Hogar,App móvil,45,3.0,8.0,0,27.5,207700.0,1,Recurrente
CLI-00688,56,M,Metropolitana,5,27200.0,Hogar,Online,1,1.0,10.0,0,,167300.0,1,Recurrente
CLI-00689,62,M,Coquimbo,3,51700.0,Hogar,Tienda física,98,53.0,8.0,0,30.6,223400.0,1,Nuevo
CLI-00690,70,F,Valparaíso,4,58400.0,Electrónica,Online,7,5.0,4.0,1,38.9,287000.0,1,Nuevo
CLI-00691,59,M,Coquimbo,9,47900.0,Alimentos,Tienda física,50,32.0,9.0,0,30.5,438200.0,1,Recurrente
CLI-00692,56,M,Metropolitana,8,65500.0,Alimentos,Tienda física,68,25.0,,1,12.0,606600.0,1,Recurrente
CLI-00693,31,F,Biobío,4,101000.0,Electrónica,Online,45,45.0,8.0,1,4.7,544900.0,1,Recurrente
CLI-00694,48,F,Valparaíso,6,71900.0,Hogar,Online,5,56.0,7.0,1,13.8,510700.0,1,Recurrente
CLI-00695,22,M,Biobío,15,92400.0,Hogar,Online,167,5.0,10.0,0,10.1,1257100.0,0,Recurrente
CLI-00696,52,No especifica,Metropolitana,7,32900.0,Ropa,Online,13,37.0,10.0,1,19.7,353200.0,1,Recurrente
CLI-00697,40,F,Biobío,9,65600.0,Ropa,App móvil,45,23.0,10.0,0,17.5,558400.0,1,Recurrente
CLI-00698,46,M,Valparaíso,7,171800.0,Deportes,Online,72,12.0,7.0,0,54.1,1086900.0,0,Recurrente
CLI-00699,60,F,Biobío,5,44700.0,Ropa,Online,127,34.0,9.0,1,43.7,344500.0,1,Recurrente
CLI-00700,28,F,Metropolitana,8,80200.0,Alimentos,Online,42,23.0,8.0,1,44.6,707300.0,1,Recurrente
CLI-00701,35,M,Araucanía,9,82900.0,Electrónica,App móvil,14,16.0,5.0,0,20.7,690000.0,0,Recurrente
CLI-00702,64,M,Metropolitana,5,40600.0,Hogar,Online,82,49.0,7.0,1,24.3,370500.0,1,Recurrente
CLI-00703,29,M,Araucanía,6,31200.0,Deportes,Online,9,5.0,8.0,1,44.5,324700.0,1,Recurrente
CLI-00704,26,F,Araucanía,5,68200.0,Ropa,Tienda física,2,44.0,9.0,1,28.1,416000.0,1,Recurrente
CLI-00705,27,M,Araucanía,7,67900.0,Deportes,Online,108,47.0,9.0,1,14.8,591500.0,0,Recurrente
CLI-00706,61,F,Valparaíso,3,57300.0,Electrónica,Online,39,28.0,4.0,0,10.2,177500.0,1,Nuevo
CLI-00707,34,F,Metropolitana,6,240300.0,Electrónica,Tienda física,4,6.0,7.0,0,3.7,1280300.0,1,Recurrente
CLI-00708,55,M,Coquimbo,4,38200.0,Deportes,Online,40,13.0,7.0,1,26.2,218300.0,1,Nuevo
CLI-00709,24,F,Metropolitana,6,64000.0,Deportes,App móvil,8,43.0,9.0,1,26.2,504500.0,1,Recurrente
CLI-00710,63,M,Valparaíso,6,146700.0,Deportes,Tienda física,2,30.0,1.0,1,27.2,812700.0,1,Recurrente
CLI-00711,30,F,Biobío,4,28300.0,Hogar,Tienda física,6,26.0,8.0,1,5.8,248700.0,1,Nuevo
CLI-00712,57,F,Biobío,6,78100.0,Alimentos,Online,68,17.0,8.0,1,35.6,538900.0,1,Recurrente
CLI-00713,59,M,Metropolitana,7,51900.0,Ropa,App móvil,64,9.0,10.0,1,49.3,429400.0,1,Recurrente
CLI-00714,26,F,Biobío,7,69700.0,Ropa,Tienda física,42,57.0,7.0,1,20.9,586300.0,1,Recurrente
CLI-00715,67,M,Araucanía,9,98600.0,Ropa,Online,11,16.0,8.0,0,35.5,802400.0,1,Recurrente
CLI-00716,44,M,Metropolitana,2,22500.0,Deportes,Online,61,49.0,10.0,1,22.3,180600.0,1,Nuevo
CLI-00717,19,M,Coquimbo,6,113700.0,Deportes,Tienda física,24,52.0,8.0,1,17.4,723400.0,1,Recurrente
CLI-00718,22,M,Metropolitana,9,82600.0,Deportes,Tienda física,33,56.0,3.0,1,10.1,799700.0,1,Recurrente
CLI-00719,46,No especifica,Metropolitana,10,42800.0,Hogar,App móvil,103,18.0,4.0,1,7.3,517400.0,1,Recurrente
CLI-00720,54,M,Metropolitana,7,47600.0,Hogar,Tienda física,28,,9.0,0,6.9,367400.0,1,Recurrente
CLI-00721,55,M,Metropolitana,10,24500.0,Hogar,Tienda física,45,29.0,6.0,1,46.9,292200.0,1,Recurrente
CLI-00722,36,F,Coquimbo,4,70400.0,Hogar,Online,147,43.0,8.0,1,6.1,448200.0,1,Nuevo
CLI-00723,25,M,Metropolitana,7,69000.0,Electrónica,Tienda física,28,45.0,,1,22.8,623600.0,1,Recurrente
CLI-00724,65,No especifica,Metropolitana,6,56600.0,Hogar,App móvil,38,24.0,10.0,0,30.2,345000.0,1,Recurrente
CLI-00725,62,F,Metropolitana,6,50000.0,Hogar,Tienda física,40,58.0,7.0,0,34.3,337800.0,1,Recurrente
CLI-00726,18,F,Valparaíso,3,171700.0,Hogar,Online,13,45.0,8.0,0,19.4,516300.0,1,Recurrente
CLI-00727,39,M,Valparaíso,4,97500.0,Ropa,Online,61,44.0,2.0,0,25.2,404300.0,1,Nuevo
CLI-00728,69,M,Metropolitana,10,45100.0,Ropa,Online,59,46.0,7.0,1,17.5,544400.0,1,Recurrente
CLI-00729,34,M,Metropolitana,7,59400.0,Ropa,Tienda física,11,13.0,5.0,1,45.2,485700.0,1,Recurrente
CLI-00730,24,F,Araucanía,4,55700.0,Alimentos,App móvil,1,25.0,,1,19.0,305300.0,1,Nuevo
CLI-00731,42,M,Metropolitana,8,46800.0,Electrónica,Online,309,41.0,9.0,0,21.8,380300.0,1,Recurrente
CLI-00732,62,M,Valparaíso,7,81200.0,Deportes,Online,40,46.0,5.0,0,6.6,537100.0,1,Recurrente
CLI-00733,21,No especifica,Metropolitana,6,90900.0,Hogar,Tienda física,9,1.0,6.0,1,17.9,550300.0,1,Recurrente
CLI-00734,53,F,Biobío,10,60100.0,Ropa,App móvil,16,9.0,8.0,0,8.2,574500.0,1,Recurrente
CLI-00735,23,M,Metropolitana,7,27800.0,Electrónica,Tienda física,44,4.0,8.0,1,14.0,297600.0,1,Recurrente
CLI-00736,48,M,Valparaíso,10,113300.0,Hogar,Online,7,28.0,8.0,0,9.5,1056400.0,0,Recurrente
CLI-00737,36,No especifica,Metropolitana,10,24800.0,Alimentos,Online,2,12.0,10.0,1,12.8,387600.0,1,Recurrente
CLI-00738,61,M,Coquimbo,6,56600.0,Deportes,Tienda física,73,24.0,,1,47.2,454300.0,1,Recurrente
CLI-00739,71,F,Metropolitana,8,67800.0,Hogar,App móvil,57,46.0,7.0,1,25.6,577800.0,1,Recurrente
CLI-00740,56,F,Biobío,10,38300.0,Deportes,Online,17,9.0,6.0,1,24.0,433800.0,1,Recurrente
CLI-00741,44,M,Metropolitana,7,34100.0,Hogar,Tienda física,3,35.0,8.0,1,53.9,356400.0,1,Recurrente
CLI-00742,27,F,Metropolitana,4,56300.0,Alimentos,Tienda física,30,38.0,9.0,1,27.7,369800.0,1,Nuevo
CLI-00743,43,M,Biobío,4,119700.0,Electrónica,Tienda física,15,35.0,7.0,1,20.9,535700.0,1,Recurrente
CLI-00744,36,M,Metropolitana,9,91000.0,Deportes,Online,23,33.0,,0,24.0,820100.0,1,Recurrente
CLI-00745,56,F,Araucanía,9,159700.0,Deportes,App móvil,15,58.0,1.0,1,35.1,1364300.0,1,Recurrente
CLI-00746,20,F,Coquimbo,13,79500.0,Electrónica,Tienda física,9,54.0,10.0,1,8.5,1063400.0,1,Recurrente
CLI-00747,62,F,Araucanía,8,176900.0,Deportes,Tienda física,23,53.0,8.0,1,16.9,1380700.0,1,Recurrente
CLI-00748,30,F,Metropolitana,11,141500.0,Ropa,Tienda física,151,35.0,6.0,1,26.3,1459600.0,0,Recurrente
CLI-00749,67,M,Biobío,7,73700.0,Electrónica,App móvil,14,46.0,6.0,0,12.8,471700.0,1,Recurrente
CLI-00750,45,M,Metropolitana,7,122600.0,Alimentos,Tienda física,19,20.0,4.0,1,47.0,890700.0,1,Recurrente
CLI-00751,37,M,Araucanía,6,187800.0,Hogar,Tienda física,18,2.0,9.0,0,15.2,986100.0,1,Recurrente
CLI-00752,45,M,Valparaíso,9,106800.0,Hogar,Online,30,44.0,8.0,1,15.9,1008700.0,1,Recurrente
CLI-00753,25,M,Araucanía,6,41100.0,Electrónica,Online,84,26.0,8.0,0,27.4,268000.0,0,Recurrente
CLI-00754,58,M,Valparaíso,11,49300.0,Ropa,Online,24,42.0,4.0,1,19.2,592500.0,1,Recurrente
CLI-00755,56,M,Valparaíso,11,1297452.0,Alimentos,App móvil,74,13.0,5.0,1,40.5,1247300.0,0,Recurrente
CLI-00756,18,M,Metropolitana,4,33700.0,Hogar,App móvil,6,30.0,,1,29.0,212100.0,1,Nuevo
CLI-00757,20,F,Biobío,6,121500.0,Hogar,Online,102,52.0,5.0,1,35.9,773700.0,1,Recurrente
CLI-00758,30,F,Metropolitana,8,101000.0,Ropa,Online,10,32.0,7.0,1,34.2,825600.0,1,Recurrente
CLI-00759,45,M,Valparaíso,6,53200.0,Deportes,Online,2,36.0,5.0,1,63.4,462600.0,1,Recurrente
CLI-00760,66,No especifica,Biobío,5,148200.0,Electrónica,App móvil,8,19.0,6.0,0,65.7,684800.0,1,Recurrente
CLI-00761,42,F,Valparaíso,6,20000.0,Ropa,Online,10,22.0,8.0,1,19.9,282600.0,1,Recurrente
CLI-00762,50,M,Metropolitana,4,136700.0,Ropa,Tienda física,32,1.0,9.0,1,9.9,545900.0,1,Recurrente
CLI-00763,55,F,Valparaíso,5,140600.0,Ropa,App móvil,27,57.0,6.0,1,60.4,777500.0,1,Recurrente
CLI-00764,70,F,Metropolitana,10,67000.0,Ropa,Tienda física,57,11.0,8.0,1,44.6,719200.0,1,Recurrente
CLI-00765,23,F,Valparaíso,7,46500.0,Deportes,App móvil,3,26.0,4.0,1,19.5,411200.0,1,Recurrente
CLI-00766,61,M,Metropolitana,8,26200.0,Alimentos,Tienda física,31,48.0,7.0,1,29.8,355300.0,1,Recurrente
CLI-00767,62,F,Metropolitana,3,40700.0,Ropa,Tienda física,19,19.0,10.0,1,56.5,249100.0,1,Nuevo
CLI-00768,49,M,Metropolitana,9,34000.0,Ropa,Tienda física,45,,2.0,1,17.0,337100.0,1,Recurrente
CLI-00769,62,F,Biobío,8,80800.0,Electrónica,Online,3,12.0,5.0,1,52.0,627800.0,1,Recurrente
CLI-00770,64,F,Metropolitana,4,114000.0,Hogar,App móvil,2,3.0,4.0,1,7.0,512400.0,1,Recurrente
CLI-00771,38,F,Metropolitana,6,36700.0,Deportes,Tienda física,26,55.0,7.0,1,13.9,348400.0,1,Recurrente
CLI-00772,33,F,Coquimbo,4,105500.0,Ropa,Online,76,56.0,8.0,0,52.5,453100.0,0,Nuevo
CLI-00773,71,F,Metropolitana,6,60700.0,Alimentos,Online,51,18.0,3.0,0,26.1,326300.0,1,Recurrente
CLI-00774,38,M,Valparaíso,10,55200.0,Alimentos,Online,1,49.0,3.0,0,23.9,516200.0,1,Recurrente
CLI-00775,28,M,Biobío,9,130000.0,Alimentos,Tienda física,9,5.0,9.0,0,3.2,1001600.0,1,Recurrente
CLI-00776,54,F,Coquimbo,5,174500.0,Electrónica,Online,12,48.0,7.0,0,43.8,880300.0,1,Recurrente
CLI-00777,53,M,Biobío,18,102300.0,Alimentos,App móvil,25,24.0,7.0,1,30.1,1647800.0,1,VIP
CLI-00778,52,M,Biobío,5,28500.0,Electrónica,Online,40,,10.0,1,39.7,288600.0,1,Recurrente
CLI-00779,36,M,Araucanía,3,80700.0,Deportes,Online,11,51.0,6.0,1,27.5,409700.0,1,Nuevo
CLI-00780,37,M,Metropolitana,5,46000.0,Alimentos,Tienda física,22,38.0,9.0,1,20.7,370300.0,1,Recurrente
CLI-00781,35,No especifica,Araucanía,11,195200.0,Hogar,Tienda física,40,3.0,10.0,1,33.3,1953500.0,1,VIP
CLI-00782,64,F,Metropolitana,9,107700.0,Ropa,App móvil,22,6.0,5.0,0,9.6,863100.0,1,Recurrente
CLI-00783,58,No especifica,Coquimbo,9,41500.0,Deportes,Tienda física,7,12.0,7.0,0,5.7,354900.0,1,Recurrente
CLI-00784,66,F,Metropolitana,9,59200.0,Hogar,Online,31,52.0,7.0,1,42.8,659800.0,1,Recurrente
CLI-00785,31,F,Valparaíso,8,69300.0,Deportes,Tienda física,18,11.0,9.0,1,40.8,643000.0,1,Recurrente
CLI-00786,32,M,Metropolitana,7,34600.0,Alimentos,Online,90,39.0,6.0,1,28.0,378900.0,0,Recurrente
CLI-00787,48,F,Biobío,6,76800.0,Deportes,Online,68,59.0,9.0,1,47.1,538000.0,1,Recurrente
CLI-00788,18,M,Metropolitana,7,126400.0,Deportes,Online,10,26.0,10.0,0,,853500.0,1,Recurrente
CLI-00789,70,F,Araucanía,8,22900.0,Deportes,Tienda física,8,1.0,9.0,1,4.9,320400.0,1,Recurrente
CLI-00790,71,F,Araucanía,5,53300.0,Electrónica,Online,20,16.0,9.0,1,68.2,389000.0,1,Recurrente
CLI-00791,71,M,Metropolitana,6,148200.0,Hogar,Online,24,48.0,8.0,1,38.3,963000.0,1,Recurrente
CLI-00792,20,No especifica,Araucanía,8,187100.0,Alimentos,Online,121,49.0,9.0,0,42.7,1354200.0,1,Recurrente
CLI-00793,33,F,Biobío,5,93600.0,Ropa,Online,17,47.0,4.0,1,30.8,540000.0,1,Recurrente
CLI-00794,40,F,Valparaíso,3,39000.0,Alimentos,Online,91,53.0,8.0,0,50.7,242400.0,1,Nuevo
CLI-00795,28,M,Metropolitana,4,106000.0,Alimentos,Online,32,9.0,8.0,1,17.8,511200.0,1,Recurrente
CLI-00796,29,F,Metropolitana,3,115700.0,Electrónica,Online,98,5.0,7.0,1,29.7,408600.0,1,Nuevo
CLI-00797,27,F,Metropolitana,7,79200.0,Electrónica,Online,55,52.0,3.0,1,11.8,620500.0,1,Recurrente
CLI-00798,49,M,Metropolitana,5,53200.0,Deportes,Online,56,8.0,8.0,1,43.1,356300.0,1,Recurrente
CLI-00799,33,M,Coquimbo,7,102000.0,Alimentos,App móvil,33,21.0,3.0,0,30.9,638200.0,0,Recurrente
CLI-00800,25,F,Metropolitana,7,64400.0,Hogar,Tienda física,83,33.0,6.0,1,27.6,532900.0,0,Recurrente
CLI-00801,55,M,Araucanía,6,106700.0,Electrónica,Tienda física,14,39.0,6.0,0,20.8,715300.0,1,Recurrente
CLI-00802,29,F,Metropolitana,7,39000.0,Electrónica,App móvil,108,43.0,10.0,0,32.3,312500.0,1,Recurrente
CLI-00803,41,No especifica,Valparaíso,6,41300.0,Hogar,Online,46,20.0,6.0,0,15.2,210800.0,1,Recurrente
CLI-00804,45,F,Biobío,7,102900.0,Electrónica,Online,26,58.0,9.0,1,25.2,787000.0,1,Recurrente
CLI-00805,70,M,Araucanía,8,39100.0,Hogar,App móvil,182,53.0,3.0,0,28.3,361100.0,0,Recurrente
CLI-00806,25,F,Metropolitana,6,66800.0,Ropa,Tienda física,90,45.0,7.0,0,34.9,447700.0,1,Recurrente
CLI-00807,45,M,Valparaíso,4,62100.0,Hogar,App móvil,67,22.0,7.0,1,14.6,320300.0,1,Nuevo
CLI-00808,53,M,Metropolitana,4,35600.0,Ropa,App móvil,15,,8.0,1,37.0,245300.0,1,Nuevo
CLI-00809,43,F,Metropolitana,8,46200.0,Deportes,Online,164,39.0,9.0,1,22.1,511900.0,0,Recurrente
CLI-00810,25,M,Metropolitana,6,18900.0,Deportes,App móvil,62,11.0,8.0,1,31.3,226400.0,0,Recurrente
CLI-00811,67,M,Valparaíso,6,77000.0,Electrónica,App móvil,42,18.0,8.0,1,41.7,503600.0,1,Recurrente
CLI-00812,45,F,Metropolitana,3,33300.0,Hogar,Online,115,30.0,7.0,1,48.3,211500.0,0,Nuevo
CLI-00813,45,M,Biobío,6,44200.0,Electrónica,App móvil,8,33.0,8.0,1,8.7,427300.0,1,Recurrente
CLI-00814,54,M,Metropolitana,8,92700.0,Hogar,Online,7,44.0,7.0,0,24.8,704600.0,1,Recurrente
CLI-00815,58,F,Valparaíso,8,150300.0,Electrónica,Tienda física,38,3.0,3.0,0,10.7,1042200.0,1,Recurrente
CLI-00816,53,F,Metropolitana,3,58300.0,Deportes,Online,3,58.0,9.0,0,9.8,215300.0,1,Nuevo
CLI-00817,44,F,Biobío,5,40400.0,Deportes,Online,50,60.0,9.0,0,2.0,281600.0,1,Recurrente
CLI-00818,71,M,Araucanía,5,54000.0,Electrónica,Tienda física,13,,6.0,1,45.0,425400.0,1,Recurrente
CLI-00819,34,M,Valparaíso,7,32300.0,Hogar,Online,6,36.0,10.0,1,58.7,419100.0,1,Recurrente
CLI-00820,26,M,Biobío,10,101200.0,Alimentos,Tienda física,24,6.0,8.0,0,13.4,915000.0,1,Recurrente
CLI-00821,50,M,Metropolitana,4,20900.0,Hogar,Tienda física,29,37.0,7.0,1,,278900.0,1,Nuevo
CLI-00822,70,F,Valparaíso,7,87500.0,Electrónica,Online,9,29.0,6.0,1,20.5,683500.0,1,Recurrente
CLI-00823,37,M,Metropolitana,6,85200.0,Hogar,Online,2,11.0,10.0,1,51.1,647500.0,1,Recurrente
CLI-00824,30,M,Metropolitana,4,135700.0,Ropa,Tienda física,25,,8.0,1,28.9,663800.0,1,Recurrente
CLI-00825,45,F,Biobío,4,1563017.0,Hogar,App móvil,65,55.0,6.0,0,14.3,358900.0,1,Nuevo
CLI-00826,65,F,Araucanía,8,31000.0,Deportes,Tienda física,94,13.0,8.0,1,10.4,283000.0,0,Recurrente
CLI-00827,46,F,Metropolitana,4,86900.0,Deportes,Tienda física,5,11.0,7.0,1,72.9,435200.0,1,Nuevo
CLI-00828,30,M,Valparaíso,8,105500.0,Ropa,Tienda física,34,59.0,7.0,1,28.4,884800.0,1,Recurrente
CLI-00829,63,M,Valparaíso,8,128000.0,Hogar,Online,14,,8.0,1,43.9,1052800.0,1,Recurrente
CLI-00830,52,M,Metropolitana,7,56900.0,Alimentos,Tienda física,22,51.0,7.0,1,44.1,530400.0,1,Recurrente
CLI-00831,23,M,Metropolitana,12,102700.0,Hogar,App móvil,122,25.0,8.0,0,48.4,1159100.0,0,Recurrente
CLI-00832,35,F,Metropolitana,9,84400.0,Deportes,Tienda física,20,15.0,9.0,0,65.9,740000.0,1,Recurrente
CLI-00833,68,F,Metropolitana,8,56300.0,Deportes,Tienda física,21,53.0,10.0,0,26.2,454200.0,1,Recurrente
CLI-00834,22,F,Metropolitana,13,39900.0,Electrónica,Tienda física,11,13.0,8.0,1,58.0,521000.0,1,Recurrente
CLI-00835,64,F,Metropolitana,4,50400.0,Deportes,Tienda física,145,42.0,10.0,0,11.5,265600.0,0,Nuevo
CLI-00836,42,M,Metropolitana,8,58000.0,Electrónica,Tienda física,28,33.0,9.0,0,79.1,501500.0,1,Recurrente
CLI-00837,19,F,Biobío,7,28000.0,Deportes,Tienda física,39,13.0,6.0,1,22.5,311200.0,1,Recurrente
CLI-00838,27,M,Valparaíso,5,103600.0,Deportes,Tienda física,28,38.0,10.0,0,16.8,537900.0,1,Recurrente
CLI-00839,47,F,Coquimbo,3,127200.0,Alimentos,Online,14,53.0,3.0,1,34.7,501400.0,1,Recurrente
CLI-00840,67,F,Metropolitana,7,212700.0,Electrónica,Tienda física,75,58.0,,0,30.0,1389800.0,1,Recurrente
CLI-00841,62,M,Biobío,9,39700.0,Electrónica,App móvil,2,24.0,8.0,0,3.9,374600.0,1,Recurrente
CLI-00842,22,M,Araucanía,7,82900.0,Deportes,Online,53,20.0,7.0,0,22.2,570900.0,1,Recurrente
CLI-00843,50,No especifica,Biobío,4,115300.0,Electrónica,App móvil,41,44.0,,1,55.8,581100.0,1,Recurrente
CLI-00844,71,M,Metropolitana,7,154500.0,Deportes,Online,8,17.0,9.0,1,37.0,1063600.0,1,Recurrente
CLI-00845,18,M,Biobío,6,43600.0,Deportes,Online,9,59.0,5.0,0,6.5,362500.0,1,Recurrente
CLI-00846,35,M,Metropolitana,11,105600.0,Hogar,Tienda física,49,50.0,10.0,1,62.5,1141400.0,1,Recurrente
CLI-00847,49,F,Metropolitana,14,69800.0,Electrónica,Tienda física,17,24.0,7.0,1,38.9,1023900.0,1,Recurrente
CLI-00848,64,F,Valparaíso,5,25200.0,Ropa,Tienda física,14,26.0,10.0,0,17.6,219700.0,0,Recurrente
CLI-00849,66,F,Valparaíso,8,124400.0,Electrónica,Online,3,40.0,6.0,1,30.0,1068700.0,1,Recurrente
CLI-00850,28,M,Metropolitana,8,94900.0,Electrónica,Online,66,32.0,8.0,0,52.4,678100.0,1,Recurrente
CLI-00851,38,F,Coquimbo,3,43100.0,Alimentos,Tienda física,97,29.0,7.0,0,33.6,169200.0,0,Nuevo
CLI-00852,43,M,Biobío,4,79100.0,Ropa,Online,78,14.0,8.0,1,14.8,420200.0,1,Nuevo
CLI-00853,42,F,Valparaíso,4,54300.0,Ropa,Tienda física,29,37.0,5.0,0,,261800.0,1,Nuevo
CLI-00854,39,F,Coquimbo,1,36000.0,Alimentos,Tienda física,35,22.0,7.0,1,39.4,159000.0,0,Nuevo
CLI-00855,44,M,Metropolitana,4,56000.0,Alimentos,Tienda física,13,34.0,3.0,0,30.6,255400.0,1,Nuevo
CLI-00856,66,M,Coquimbo,8,24500.0,Electrónica,Online,9,27.0,8.0,1,34.6,356400.0,1,Recurrente
CLI-00857,30,M,Valparaíso,8,151500.0,Hogar,Online,78,28.0,10.0,0,40.0,1118000.0,1,Recurrente
CLI-00858,50,M,Metropolitana,4,146800.0,Alimentos,Online,73,57.0,,1,1.6,616600.0,0,Recurrente
CLI-00859,51,M,Biobío,5,38500.0,Ropa,Online,68,22.0,8.0,0,40.7,291700.0,1,Recurrente
CLI-00860,58,F,Biobío,12,129100.0,Ropa,Tienda física,29,60.0,8.0,1,26.0,1480100.0,1,Recurrente
CLI-00861,52,F,Biobío,6,43500.0,Electrónica,App móvil,90,57.0,5.0,0,,278700.0,1,Recurrente
CLI-00862,18,M,Coquimbo,11,126400.0,Hogar,Online,118,43.0,6.0,1,30.3,1321700.0,1,Recurrente
CLI-00863,38,M,Biobío,3,139300.0,Deportes,Online,18,58.0,5.0,1,23.8,511400.0,1,Recurrente
CLI-00864,65,M,Valparaíso,10,122500.0,Alimentos,Online,12,3.0,6.0,1,22.8,1163100.0,1,Recurrente
CLI-00865,23,F,Araucanía,8,18800.0,Alimentos,App móvil,29,,4.0,0,41.5,252500.0,1,Recurrente
CLI-00866,45,M,Biobío,7,53600.0,Electrónica,Online,9,58.0,6.0,1,9.2,471700.0,1,Recurrente
CLI-00867,34,F,Metropolitana,11,123600.0,Hogar,App móvil,97,,6.0,0,53.0,1276100.0,1,Recurrente
CLI-00868,22,F,Araucanía,5,117200.0,Ropa,Online,19,21.0,9.0,1,31.0,706800.0,1,Recurrente
CLI-00869,48,F,Metropolitana,14,42000.0,Ropa,Online,39,16.0,,1,30.9,631300.0,1,Recurrente
CLI-00870,22,F,Biobío,6,77300.0,Deportes,Online,41,9.0,9.0,1,15.1,527000.0,1,Recurrente
CLI-00871,55,M,Araucanía,5,121500.0,Ropa,Tienda física,33,13.0,7.0,1,4.9,656100.0,1,Recurrente
CLI-00872,20,No especifica,Biobío,6,120800.0,Alimentos,Tienda física,8,10.0,6.0,0,25.2,644400.0,0,Recurrente
CLI-00873,70,M,Biobío,11,126700.0,Deportes,Tienda física,212,49.0,7.0,1,33.1,1304000.0,1,Recurrente
